,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,InfoDate
887,36,Travel_Rarely,Research & Development,18,1,Medical,1,888,Male,2,Manufacturing Director,Married,67250,9,Y,17,8,1,7,3,3,1,1,31/12/2015
888,34,Travel_Frequently,Sales,28,4,Marketing,1,889,Male,5,Manufacturing Director,Divorced,103250,1,Y,11,8,1,9,3,9,7,2,31/12/2015
889,49,Travel_Rarely,Research & Development,1,4,Life Sciences,1,890,Male,3,Healthcare Representative,Married,69490,1,Y,14,8,1,10,2,9,1,4,31/12/2015
890,39,Travel_Rarely,Research & Development,6,2,Life Sciences,1,891,Male,3,Research Scientist,Married,106090,2,Y,17,8,1,10,2,7,7,7,31/12/2015
891,27,Travel_Rarely,Research & Development,2,1,Life Sciences,1,892,Male,4,Research Scientist,Divorced,44470,1,Y,13,8,0,7,4,7,0,7,31/12/2015
892,35,Travel_Rarely,Research & Development,2,3,Medical,1,893,Female,2,Sales Executive,Married,21570,1,Y,25,8,0,16,1,16,1,10,31/12/2015
893,28,Travel_Rarely,Research & Development,23,3,Life Sciences,1,894,Male,3,Manufacturing Director,Divorced,46010,0,Y,15,8,2,6,2,5,0,0,31/12/2015
894,21,Travel_Rarely,Research & Development,3,1,Life Sciences,1,895,Female,1,Laboratory Technician,Single,170990,1,Y,14,8,1,3,2,2,2,2,31/12/2015
895,18,Travel_Frequently,Research & Development,3,5,Medical,1,896,Male,1,Research Director,Single,24790,1,Y,12,8,1,0,2,0,0,0,31/12/2015
896,47,Travel_Rarely,Research & Development,25,4,Medical,1,897,Male,2,Research Scientist,Married,148520,3,Y,19,8,3,27,3,5,1,0,31/12/2015
897,39,Travel_Rarely,Sales,2,4,Life Sciences,1,898,Male,1,Laboratory Technician,Divorced,72640,0,Y,17,8,0,11,5,10,0,7,31/12/2015
898,40,Travel_Rarely,Research & Development,22,1,Life Sciences,1,899,Male,1,Laboratory Technician,Married,56660,1,Y,14,8,1,18,2,18,14,12,31/12/2015
899,35,Non-Travel,Research & Development,29,3,Medical,1,900,Female,2,Sales Executive,Married,78230,1,Y,13,8,1,15,3,14,2,9,31/12/2015
900,37,Travel_Rarely,Research & Development,29,4,Technical Degree,1,901,Male,1,Laboratory Technician,Married,78800,3,Y,12,8,1,9,2,4,0,2,31/12/2015
901,39,Travel_Frequently,Research & Development,2,3,Technical Degree,1,902,Female,2,Manager,Single,131940,0,Y,11,8,0,10,2,9,3,8,31/12/2015
902,45,Travel_Rarely,Research & Development,28,3,Life Sciences,1,903,Female,2,Laboratory Technician,Divorced,50670,1,Y,11,8,2,10,3,10,3,9,31/12/2015
903,38,Travel_Rarely,Research & Development,2,4,Life Sciences,1,904,Female,3,Sales Executive,Married,50790,3,Y,11,8,0,10,3,5,0,2,31/12/2015
904,35,Travel_Rarely,Research & Development,2,3,Life Sciences,1,905,Male,3,Healthcare Representative,Married,23210,9,Y,12,8,1,15,0,13,6,0,31/12/2015
905,37,Travel_Rarely,Research & Development,22,3,Life Sciences,1,906,Female,2,Healthcare Representative,Married,174440,1,Y,14,8,0,8,4,8,7,7,31/12/2015
906,40,Travel_Rarely,Research & Development,8,3,Technical Degree,1,907,Female,2,Healthcare Representative,Single,24040,6,Y,17,8,0,18,2,4,3,3,31/12/2015
907,44,Travel_Frequently,Sales,2,2,Marketing,1,908,Male,1,Laboratory Technician,Married,34520,4,Y,11,8,1,14,2,10,0,2,31/12/2015
908,48,Travel_Frequently,Sales,10,4,Marketing,1,909,Female,3,Manager,Married,22700,2,Y,14,8,3,23,2,2,2,2,31/12/2015
909,35,Travel_Rarely,Research & Development,9,3,Life Sciences,1,910,Male,2,Manager,Divorced,173990,6,Y,12,8,0,7,3,2,2,2,31/12/2015
910,24,Travel_Frequently,Research & Development,15,3,Life Sciences,1,911,Male,2,Research Scientist,Single,54880,1,Y,22,8,1,6,6,6,1,3,31/12/2015
911,27,Travel_Rarely,Sales,10,4,Life Sciences,1,912,Male,3,Sales Executive,Married,194190,7,Y,14,8,1,5,2,3,0,2,31/12/2015
912,27,Travel_Frequently,Research & Development,7,3,Life Sciences,1,913,Male,1,Research Scientist,Single,28110,2,Y,20,8,0,6,3,4,1,2,31/12/2015
913,40,Travel_Rarely,Sales,16,4,Marketing,1,914,Male,1,Research Director,Single,36330,3,Y,16,8,2,10,0,4,0,3,31/12/2015
914,29,Travel_Rarely,Research & Development,20,1,Medical,1,915,Female,2,Manager,Single,41630,9,Y,15,8,1,8,4,5,1,4,31/12/2015
915,36,Travel_Rarely,Research & Development,23,3,Life Sciences,1,916,Female,3,Sales Executive,Married,21320,4,Y,20,8,0,9,1,3,0,2,31/12/2015
916,25,Travel_Frequently,Sales,5,1,Marketing,1,917,Male,4,Manufacturing Director,Divorced,139730,1,Y,14,8,0,7,3,7,0,7,31/12/2015
917,39,Travel_Rarely,Sales,10,3,Marketing,1,918,Female,2,Research Director,Married,26840,4,Y,12,8,0,7,2,5,1,0,31/12/2015
918,49,Travel_Rarely,Sales,4,2,Life Sciences,1,919,Male,2,Research Director,Married,108450,3,Y,24,8,0,27,4,4,1,2,31/12/2015
919,50,Travel_Rarely,Research & Development,2,2,Medical,1,920,Male,3,Sales Executive,Divorced,43770,5,Y,12,8,1,19,2,14,1,11,31/12/2015
920,20,Travel_Rarely,Research & Development,18,4,Medical,1,921,Female,2,Sales Executive,Single,37430,1,Y,13,8,1,2,2,2,2,2,31/12/2015
921,34,Travel_Rarely,Research & Development,10,3,Medical,1,922,Male,3,Laboratory Technician,Divorced,41480,1,Y,11,8,0,11,3,11,7,9,31/12/2015
922,36,Travel_Rarely,Research & Development,1,3,Life Sciences,1,923,Female,2,Healthcare Representative,Single,10510,2,Y,14,8,0,15,2,4,1,3,31/12/2015
923,49,Travel_Rarely,Human Resources,6,2,Life Sciences,1,924,Female,2,Research Scientist,Married,107390,2,Y,11,8,3,30,3,15,2,12,31/12/2015
924,36,Non-Travel,Research & Development,8,4,Life Sciences,1,925,Male,4,Laboratory Technician,Married,103880,0,Y,14,8,0,4,2,3,1,2,31/12/2015
925,36,Travel_Rarely,Research & Development,2,2,Medical,1,926,Female,2,Healthcare Representative,Divorced,114160,6,Y,16,8,0,13,2,5,0,4,31/12/2015
926,54,Travel_Rarely,Sales,24,3,Marketing,1,927,Male,1,Laboratory Technician,Married,26000,3,Y,14,8,0,36,5,10,4,7,31/12/2015
927,43,Travel_Rarely,Research & Development,2,4,Life Sciences,1,928,Female,1,Research Scientist,Married,24220,1,Y,11,8,1,14,2,14,6,11,31/12/2015
928,35,Travel_Frequently,Research & Development,17,4,Medical,1,929,Male,1,Research Director,Single,54720,3,Y,11,8,1,13,3,11,6,7,31/12/2015
929,38,Travel_Frequently,Research & Development,19,2,Life Sciences,1,930,Male,2,Research Scientist,Married,24510,7,Y,12,8,1,19,3,13,2,9,31/12/2015
930,29,Travel_Rarely,Research & Development,1,2,Medical,1,931,Male,2,Sales Representative,Divorced,42400,1,Y,14,8,0,10,2,10,0,9,31/12/2015
931,33,Travel_Rarely,Research & Development,7,3,Medical,1,932,Male,5,Sales Executive,Divorced,109990,1,Y,18,8,3,6,3,6,0,4,31/12/2015
932,32,Travel_Rarely,Research & Development,5,4,Technical Degree,1,933,Male,5,Research Scientist,Divorced,50030,,Y,13,8,0,10,5,9,1,6,31/12/2015
933,31,Travel_Rarely,Research & Development,28,4,Technical Degree,1,934,Female,2,Sales Executive,Married,127420,1,Y,11,8,0,10,4,10,0,2,31/12/2015
934,49,Travel_Rarely,Research & Development,2,4,Medical,1,935,Male,1,Laboratory Technician,Divorced,42270,4,Y,18,8,0,17,3,2,2,2,31/12/2015
935,38,Travel_Frequently,Sales,29,2,Medical,1,936,Female,1,Sales Executive,Single,39170,1,Y,15,8,3,4,2,4,3,3,31/12/2015
936,47,Travel_Rarely,Research & Development,1,4,Medical,1,937,Male,3,Laboratory Technician,Divorced,183030,6,Y,22,8,1,29,2,3,1,2,31/12/2015
937,49,Travel_Rarely,Research & Development,21,3,Medical,1,938,Male,2,Manufacturing Director,Single,23800,4,Y,13,8,0,23,3,8,0,0,31/12/2015
938,41,Travel_Rarely,Research & Development,24,4,Life Sciences,1,939,Female,4,Manager,Single,137260,3,Y,12,8,0,21,6,2,0,2,31/12/2015
939,20,Travel_Rarely,Research & Development,1,3,Life Sciences,1,940,Male,1,Sales Representative,Single,47770,1,Y,18,8,1,2,3,2,0,2,31/12/2015
940,33,Non-Travel,Research & Development,18,2,Medical,1,941,Female,2,Healthcare Representative,Divorced,63850,1,Y,13,8,0,7,6,6,1,2,31/12/2015
941,36,Travel_Rarely,Research & Development,2,2,Technical Degree,1,942,Male,3,Sales Executive,Married,199730,6,Y,12,8,0,10,2,3,0,2,31/12/2015
942,44,Travel_Rarely,Research & Development,9,3,Technical Degree,1,943,Female,3,Healthcare Representative,Divorced,68610,4,Y,12,8,0,8,2,2,2,2,31/12/2015
943,23,Travel_Rarely,Human Resources,6,3,Life Sciences,1,944,Female,3,Laboratory Technician,Single,49690,1,Y,12,8,0,5,3,5,1,2,31/12/2015
944,38,Travel_Rarely,Research & Development,11,2,Life Sciences,1,945,Male,1,Sales Executive,Married,198450,7,Y,11,8,1,7,3,0,0,0,31/12/2015
945,53,Travel_Rarely,Research & Development,24,3,Life Sciences,1,946,Male,4,Research Director,Married,133200,3,Y,11,8,0,11,2,4,1,2,31/12/2015
946,48,Travel_Frequently,Sales,10,2,Marketing,1,947,Male,1,Healthcare Representative,Married,63470,2,Y,12,8,1,19,3,9,7,7,31/12/2015
947,32,Travel_Rarely,Sales,1,3,Life Sciences,1,948,Male,2,Research Scientist,Single,27430,1,Y,19,8,1,1,2,1,0,0,31/12/2015
948,26,Non-Travel,Research & Development,18,2,Medical,1,949,Male,1,Human Resources,Single,108800,1,Y,23,8,1,7,5,7,5,7,31/12/2015
949,55,Travel_Rarely,Research & Development,23,1,Life Sciences,1,950,Male,5,Laboratory Technician,Divorced,23420,5,Y,11,8,2,8,2,4,1,2,31/12/2015
950,34,Travel_Rarely,Sales,28,3,Life Sciences,1,951,Female,2,Research Scientist,Married,176500,1,Y,19,8,1,15,6,15,4,13,31/12/2015
951,60,Travel_Rarely,Sales,17,4,Medical,1,952,Male,1,Manager,Divorced,40250,3,Y,13,8,1,19,5,1,0,0,31/12/2015
952,33,Travel_Rarely,Sales,3,3,Life Sciences,1,953,Male,3,Manager,Married,97250,1,Y,11,8,0,14,0,14,2,13,31/12/2015
953,37,Travel_Frequently,Research & Development,13,3,Life Sciences,1,954,Male,1,Laboratory Technician,Divorced,119040,1,Y,12,8,1,6,4,6,1,3,31/12/2015
954,34,Travel_Rarely,Research & Development,7,2,Life Sciences,1,955,Male,1,Healthcare Representative,Married,21770,1,Y,13,8,0,10,5,10,8,7,31/12/2015
955,23,Travel_Rarely,Research & Development,12,2,Medical,1,956,Male,2,Research Scientist,Divorced,75250,1,Y,14,8,2,3,2,3,0,2,31/12/2015
956,44,Travel_Rarely,Human Resources,1,3,Life Sciences,1,957,Male,1,Research Scientist,Married,48340,1,Y,14,8,0,9,1,8,6,7,31/12/2015
957,35,Travel_Frequently,Research & Development,13,3,Life Sciences,1,958,Male,3,Sales Executive,Single,20420,0,Y,16,8,0,6,2,5,1,4,31/12/2015
958,43,Travel_Rarely,Research & Development,25,4,Life Sciences,1,959,Male,2,Sales Executive,Married,22200,1,Y,11,8,0,10,2,10,8,8,31/12/2015
959,24,Travel_Rarely,Research & Development,6,3,Life Sciences,1,960,Male,3,Sales Executive,Married,10520,1,Y,13,8,0,5,3,5,0,4,31/12/2015
960,41,Travel_Rarely,Sales,6,4,Marketing,1,961,Male,1,Research Scientist,Single,28210,1,Y,17,8,0,10,3,10,8,7,31/12/2015
961,29,Travel_Rarely,Research & Development,2,2,Life Sciences,1,962,Male,2,Research Scientist,Married,192370,9,Y,11,8,1,9,2,5,1,2,31/12/2015
962,36,Travel_Rarely,Human Resources,1,4,Life Sciences,1,963,Female,3,Research Scientist,Single,41070,3,Y,11,8,1,17,2,13,6,7,31/12/2015
963,45,Non-Travel,Sales,2,3,Life Sciences,1,964,Female,2,Manufacturing Director,Married,83960,3,Y,15,8,2,25,3,23,14,4,31/12/2015
964,24,Travel_Rarely,Sales,6,2,Medical,1,965,Female,2,Manager,Married,20070,1,Y,12,8,0,1,2,1,0,0,31/12/2015
965,47,Travel_Frequently,Research & Development,1,3,Medical,1,966,Female,2,Sales Executive,Married,196270,7,Y,11,8,2,25,1,23,14,10,31/12/2015
966,26,Travel_Rarely,Research & Development,9,1,Medical,1,967,Male,1,Sales Executive,Married,106860,1,Y,14,8,1,3,2,3,0,2,31/12/2015
967,45,Travel_Rarely,Research & Development,1,4,Life Sciences,1,968,Male,1,Research Director,Single,29420,1,Y,22,8,1,21,4,21,8,6,31/12/2015
968,32,Travel_Frequently,Sales,1,1,Marketing,1,969,Male,2,Laboratory Technician,Married,88580,6,Y,16,8,1,10,2,5,1,3,31/12/2015
969,31,Travel_Rarely,Research & Development,14,2,Life Sciences,1,970,Male,1,Sales Executive,Married,167560,1,Y,11,8,2,6,5,5,0,3,31/12/2015
970,41,Non-Travel,Sales,2,2,Medical,1,971,Male,2,Research Scientist,Married,107980,6,Y,14,8,2,10,5,3,1,2,31/12/2015
971,40,Travel_Rarely,Research & Development,22,2,Technical Degree,1,972,Male,1,Healthcare Representative,Married,23230,2,Y,16,8,1,18,2,1,0,0,31/12/2015
972,24,Travel_Rarely,Research & Development,3,3,Life Sciences,1,973,Female,1,Research Scientist,Divorced,14160,1,Y,15,8,1,6,3,6,1,2,31/12/2015
973,46,Travel_Rarely,Research & Development,6,3,Medical,1,974,Male,4,Sales Executive,Single,46150,6,Y,12,8,0,19,3,10,0,9,31/12/2015
974,35,Travel_Rarely,Sales,8,4,Life Sciences,1,975,Male,1,Laboratory Technician,Married,24610,2,Y,20,8,1,17,4,7,0,7,31/12/2015
975,30,Travel_Rarely,Sales,9,4,Marketing,1,976,Male,1,Laboratory Technician,Married,87220,1,Y,17,8,1,10,3,10,0,8,31/12/2015
976,47,Non-Travel,Research & Development,3,2,Life Sciences,1,977,Female,2,Sales Executive,Married,39550,7,Y,12,8,1,4,5,1,0,0,31/12/2015
977,46,Travel_Rarely,Research & Development,1,4,Technical Degree,1,978,Female,3,Sales Executive,Divorced,99570,4,Y,20,8,0,13,1,10,0,3,31/12/2015
978,36,Travel_Rarely,Research & Development,1,3,Medical,1,979,Male,2,Manufacturing Director,Divorced,33760,5,Y,20,8,0,16,3,2,2,2,31/12/2015
979,32,Travel_Rarely,Research & Development,26,3,Medical,1,980,Female,2,Research Director,Single,88230,6,Y,13,8,2,10,3,0,0,0,31/12/2015
980,23,Travel_Rarely,Sales,6,4,Life Sciences,1,981,Male,3,Manufacturing Director,Single,103220,1,Y,14,8,2,3,2,3,1,2,31/12/2015
981,31,Travel_Frequently,Sales,3,3,Marketing,1,982,Male,2,Sales Executive,Single,46210,2,Y,18,8,1,9,3,5,1,4,31/12/2015
982,39,Non-Travel,Research & Development,3,3,Life Sciences,1,983,Female,2,Manufacturing Director,Married,109760,1,Y,11,8,0,9,3,9,5,8,31/12/2015
983,32,Travel_Rarely,Research & Development,6,3,Technical Degree,1,984,Male,1,Research Scientist,Married,36600,3,Y,11,8,2,10,0,4,0,2,31/12/2015
984,40,Travel_Rarely,Sales,6,3,Life Sciences,1,985,Male,3,Manufacturing Director,Single,104820,1,Y,11,8,1,21,6,21,12,8,31/12/2015
985,45,Travel_Rarely,Research & Development,19,4,Medical,1,986,Male,1,Sales Representative,Married,71190,4,Y,15,8,0,9,2,5,0,3,31/12/2015
986,30,Travel_Frequently,Sales,9,3,Life Sciences,1,987,Male,1,Research Director,Single,95820,0,Y,12,8,1,10,2,9,0,7,31/12/2015
987,24,Travel_Frequently,Sales,3,4,Marketing,1,988,Male,1,Sales Executive,Married,45080,0,Y,11,8,1,3,5,2,2,1,31/12/2015
988,30,Travel_Frequently,Research & Development,10,3,Life Sciences,1,989,Female,1,Human Resources,Divorced,22070,6,Y,14,8,0,6,4,4,1,2,31/12/2015
989,31,Travel_Rarely,Research & Development,3,2,Life Sciences,1,990,Male,3,Laboratory Technician,Married,77560,1,Y,15,8,2,6,3,5,0,2,31/12/2015
990,27,Travel_Rarely,Sales,3,3,Life Sciences,1,991,Male,1,Manager,Single,66940,1,Y,13,8,1,6,2,6,1,4,31/12/2015
991,29,Travel_Rarely,Sales,4,3,Marketing,1,992,Male,5,Research Scientist,Single,36910,1,Y,13,8,0,2,3,2,2,2,31/12/2015
992,29,Travel_Frequently,Research & Development,8,4,Life Sciences,1,993,Female,1,Sales Executive,Single,23770,8,Y,21,8,1,10,2,3,0,2,31/12/2015
993,30,Travel_Rarely,Sales,7,3,Life Sciences,1,994,Male,3,Sales Executive,Divorced,23130,2,Y,11,8,0,12,5,7,1,7,31/12/2015
994,34,Travel_Rarely,Research & Development,1,2,Medical,1,995,Female,2,Healthcare Representative,Married,176650,0,Y,11,8,0,6,5,5,1,2,31/12/2015
995,33,Non-Travel,Research & Development,2,4,Medical,1,996,Male,1,Sales Representative,Single,25960,8,Y,14,8,1,13,4,11,1,7,31/12/2015
996,49,Travel_Rarely,Sales,3,4,Marketing,1,997,Male,1,Sales Executive,Single,47280,3,Y,11,8,1,8,4,5,0,4,31/12/2015
997,33,Travel_Rarely,Research & Development,10,3,Life Sciences,1,998,Male,1,Sales Executive,Single,43020,2,Y,13,8,0,11,3,0,0,0,31/12/2015
998,38,Travel_Frequently,Research & Development,28,3,Medical,1,999,Male,1,Healthcare Representative,Married,29790,4,Y,12,8,1,9,3,6,0,5,31/12/2015
999,31,Travel_Rarely,Human Resources,9,4,Human Resources,1,1000,Male,2,Laboratory Technician,Married,168850,2,Y,14,8,2,10,2,1,0,0,31/12/2015
1000,29,Travel_Rarely,Research & Development,3,4,Other,1,1001,Female,2,Sales Representative,Divorced,55930,1,Y,13,8,1,1,3,1,0,0,31/12/2015
1001,30,Travel_Rarely,Research & Development,2,1,Medical,1,1002,Male,1,Sales Representative,Married,104450,3,Y,18,8,1,10,3,7,1,7,31/12/2015
1002,32,Non-Travel,Research & Development,10,4,Life Sciences,1,1003,Female,1,Laboratory Technician,Single,87400,2,Y,11,8,1,12,2,7,0,7,31/12/2015
1003,38,Travel_Rarely,Research & Development,8,2,Technical Degree,1,1004,Female,1,Manufacturing Director,Married,25140,3,Y,11,8,0,15,2,1,1,0,31/12/2015
1004,43,Travel_Frequently,Research & Development,1,4,Other,1,1005,Male,3,Sales Executive,Married,76550,9,Y,12,8,1,6,3,1,0,0,31/12/2015
1005,42,Travel_Rarely,Human Resources,1,3,Other,1,1006,Female,1,Healthcare Representative,Divorced,174650,8,Y,13,8,1,7,3,5,0,4,31/12/2015
1006,55,Travel_Rarely,Research & Development,3,2,Life Sciences,1,1007,Female,1,Sales Executive,Married,73510,8,Y,20,8,1,34,3,1,0,0,31/12/2015
1007,33,Non-Travel,Research & Development,14,3,Other,1,1008,Male,1,Research Scientist,Divorced,108200,5,Y,12,8,0,11,2,9,1,7,31/12/2015
1008,41,Travel_Rarely,Research & Development,5,3,Medical,1,1009,Male,1,Sales Representative,Divorced,121690,1,Y,19,8,0,5,2,5,0,4,31/12/2015
1009,34,Non-Travel,Research & Development,7,4,Medical,1,1010,Female,1,Research Scientist,Divorced,196260,1,Y,21,8,0,15,5,15,0,7,31/12/2015
1010,53,Non-Travel,Research & Development,10,4,Medical,1,1011,Male,2,Healthcare Representative,Married,20700,4,Y,13,8,2,27,2,3,0,2,31/12/2015
1011,43,Travel_Rarely,Sales,16,2,Marketing,1,1012,Female,1,Laboratory Technician,Single,67820,0,Y,16,8,1,10,2,9,1,8,31/12/2015
1012,34,Travel_Rarely,Sales,10,2,Life Sciences,1,1013,Female,5,Sales Executive,Single,77790,5,Y,12,8,1,6,2,2,2,2,31/12/2015
1013,21,Travel_Rarely,Sales,1,2,Marketing,1,1014,Male,5,Healthcare Representative,Single,27910,1,Y,14,8,0,1,3,1,1,0,31/12/2015
1014,38,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1015,Female,2,Sales Executive,Married,32010,1,Y,11,8,1,5,3,5,0,4,31/12/2015
1015,22,Travel_Rarely,Research & Development,1,3,Other,1,1016,Male,4,Research Scientist,Married,49680,1,Y,14,8,0,1,3,1,0,0,31/12/2015
1016,31,Travel_Rarely,Research & Development,8,5,Life Sciences,1,1017,Male,5,Sales Executive,Married,131200,1,Y,12,8,2,13,6,12,5,7,31/12/2015
1017,51,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1018,Female,1,Manager,Married,40330,2,Y,14,8,0,15,2,2,2,2,31/12/2015
1018,37,Travel_Rarely,Research & Development,24,1,Life Sciences,1,1019,Male,2,Sales Executive,Married,32910,1,Y,16,8,3,5,2,5,0,3,31/12/2015
1019,46,Travel_Rarely,Sales,3,4,Marketing,1,1020,Female,1,Sales Representative,Divorced,42720,7,Y,13,8,0,24,3,2,2,2,31/12/2015
1020,36,Travel_Rarely,Research & Development,27,3,Technical Degree,1,1021,Female,4,Research Scientist,Married,50560,7,Y,12,8,0,15,2,12,5,7,31/12/2015
1021,44,Travel_Frequently,Sales,10,4,Life Sciences,1,1022,Male,1,Research Scientist,Divorced,28440,1,Y,12,8,0,6,2,5,2,3,31/12/2015
1022,37,Travel_Rarely,Research & Development,19,2,Technical Degree,1,1023,Male,2,Sales Executive,Divorced,27030,2,Y,14,8,0,19,2,10,4,7,31/12/2015
1023,35,Travel_Rarely,Research & Development,15,4,Life Sciences,1,1024,Male,2,Research Scientist,Single,19040,1,Y,22,8,1,10,4,10,7,7,31/12/2015
1024,33,Travel_Rarely,Research & Development,8,5,Medical,1,1025,Male,2,Laboratory Technician,Married,82240,6,Y,19,8,0,14,3,10,7,6,31/12/2015
1025,28,Travel_Rarely,Sales,9,3,Medical,1,1026,Female,2,Sales Executive,Married,47660,1,Y,12,8,0,5,3,5,0,3,31/12/2015
1026,39,Travel_Rarely,Sales,3,4,Marketing,1,1027,Female,2,Laboratory Technician,Single,26100,7,Y,12,8,0,9,2,4,2,2,31/12/2015
1027,46,Non-Travel,Research & Development,9,2,Life Sciences,1,1028,Male,2,Manufacturing Director,Single,57310,8,Y,17,8,0,6,2,2,2,2,31/12/2015
1028,40,Travel_Rarely,Research & Development,2,2,Medical,1,1029,Male,1,Research Director,Married,25390,4,Y,12,8,1,7,3,4,0,2,31/12/2015
1029,42,Travel_Rarely,Research & Development,7,4,Other,1,1030,Female,2,Laboratory Technician,Married,57140,5,Y,11,8,0,10,2,0,0,0,31/12/2015
1030,35,Non-Travel,Sales,10,1,Life Sciences,1,1031,Female,2,Research Director,Divorced,43230,2,Y,18,8,3,15,3,7,1,7,31/12/2015
1031,38,Non-Travel,Sales,6,4,Marketing,1,1032,Male,3,Sales Executive,Divorced,73360,5,Y,11,8,0,13,3,11,3,8,31/12/2015
1032,34,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1033,Male,1,Manufacturing Director,Married,134990,4,Y,23,8,2,11,2,7,0,7,31/12/2015
1033,37,Travel_Rarely,Research & Development,24,3,Life Sciences,1,1034,Male,1,Laboratory Technician,Single,137580,1,Y,11,8,1,10,5,10,0,8,31/12/2015
1034,39,Travel_Frequently,Research & Development,2,1,Medical,1,1035,Male,2,Healthcare Representative,Divorced,51550,2,Y,18,8,1,7,3,2,2,2,31/12/2015
1035,43,Non-Travel,Human Resources,8,5,Medical,1,1036,Female,3,Sales Executive,Single,22580,4,Y,18,8,0,7,2,3,1,2,31/12/2015
1036,41,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1037,Male,3,Research Scientist,Single,35970,3,Y,13,8,1,11,2,3,1,2,31/12/2015
1037,41,Travel_Rarely,Research & Development,1,1,Technical Degree,1,1038,Male,3,Laboratory Technician,Divorced,25150,0,Y,18,8,0,23,2,22,13,5,31/12/2015
1038,30,Travel_Rarely,Sales,26,3,Marketing,1,1039,Female,2,Manager,Single,44200,9,Y,11,8,0,9,3,7,0,2,31/12/2015
1039,26,Travel_Rarely,Human Resources,2,1,Technical Degree,1,1040,Female,3,Sales Executive,Married,65780,0,Y,15,8,2,6,3,5,1,4,31/12/2015
1040,46,Travel_Rarely,Research & Development,10,3,Medical,1,1041,Male,1,Sales Executive,Married,44220,4,Y,11,8,1,13,2,9,3,7,31/12/2015
1041,40,Travel_Rarely,Sales,27,2,Medical,1,1042,Female,3,Sales Executive,Divorced,102740,4,Y,18,8,0,12,3,5,0,3,31/12/2015
1042,34,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1043,Male,2,Laboratory Technician,Married,53430,1,Y,14,8,0,10,5,10,4,8,31/12/2015
1043,58,Non-Travel,Research & Development,2,4,Medical,1,1044,Male,1,Laboratory Technician,Divorced,23760,4,Y,12,8,1,37,3,16,14,14,31/12/2015
1044,35,Travel_Rarely,Research & Development,8,1,Technical Degree,1,1045,Female,3,Manufacturing Director,Married,53460,0,Y,14,8,0,6,3,5,0,3,31/12/2015
1045,47,Travel_Rarely,Research & Development,19,5,Medical,1,1046,Female,2,Research Scientist,Divorced,28270,8,Y,14,8,1,28,3,22,14,10,31/12/2015
1046,40,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1047,Male,2,Manager,Divorced,199430,2,Y,13,8,1,15,3,7,7,7,31/12/2015
1047,54,Travel_Rarely,Sales,27,4,Medical,1,1048,Male,1,Research Scientist,Married,31310,4,Y,14,8,0,14,3,7,1,7,31/12/2015
1048,31,Travel_Frequently,Sales,8,4,Other,1,1049,Female,3,Manufacturing Director,Married,25520,2,Y,18,8,0,9,2,3,2,2,31/12/2015
1049,28,Travel_Rarely,Sales,1,2,Life Sciences,1,1050,Male,3,Manager,Married,44770,1,Y,15,8,0,3,6,3,1,2,31/12/2015
1050,38,Travel_Rarely,Research & Development,19,3,Medical,1,1051,Female,2,Manufacturing Director,Married,64740,2,Y,13,8,2,20,3,4,0,3,31/12/2015
1051,26,Travel_Rarely,Sales,8,3,Marketing,1,1052,Female,1,Healthcare Representative,Single,30330,1,Y,12,8,0,5,2,5,1,2,31/12/2015
1052,58,Travel_Frequently,Research & Development,10,4,Technical Degree,1,1053,Female,1,Sales Representative,Married,29360,2,Y,13,8,1,23,3,2,2,2,31/12/2015
1053,18,Non-Travel,Research & Development,2,3,Life Sciences,1,1054,Male,3,Sales Representative,Single,186060,1,Y,24,8,2,0,4,0,0,0,31/12/2015
1054,31,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1055,Male,3,Laboratory Technician,Married,21680,0,Y,14,8,1,2,2,1,0,0,31/12/2015
1055,29,Travel_Rarely,Research & Development,8,2,Medical,1,1056,Male,1,Manager,Divorced,28530,4,Y,14,8,1,4,5,2,2,0,31/12/2015
1056,45,Non-Travel,Sales,1,4,Technical Degree,1,1057,Male,1,Research Scientist,Married,170480,4,Y,15,8,0,10,3,8,5,7,31/12/2015
1057,36,Travel_Rarely,Sales,2,3,Technical Degree,1,1058,Female,5,Laboratory Technician,Married,22900,4,Y,11,8,0,15,5,1,0,0,31/12/2015
1058,43,Travel_Frequently,Sales,8,3,Medical,1,1059,Male,1,Research Director,Married,36000,1,Y,23,8,0,7,2,7,7,7,31/12/2015
1059,27,Travel_Frequently,Sales,8,4,Life Sciences,1,1060,Male,5,Research Scientist,Single,21070,0,Y,13,8,0,6,2,5,0,2,31/12/2015
